City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,foggia,41.45,15.5333,13.04,67,0,8.23,IT,1703401539
362,hasaki,35.7333,140.8333,10.16,45,96,2.26,JP,1703401540
363,shingu,33.7333,135.9833,10.38,56,17,2.7,JP,1703401540
364,toliara,-23.35,43.6667,31.15,44,0,3.86,MG,1703401540
365,mejit,10.2753,170.8646,27.06,79,100,9.9,MH,1703401540
366,tshikapa,-6.4167,20.8,22.51,92,100,0.8,CD,1703401541
367,crane,31.3974,-102.3501,13.04,90,28,3.66,US,1703401184
368,northam,51.0333,-4.2167,12.99,99,100,11.65,GB,1703401139
369,yelizovo,53.1873,158.3805,-12.89,50,20,2.0,RU,1703401541
370,callao,-12.0667,-77.15,22.62,73,75,3.6,PE,1703401502
371,nar'yan-mar,67.6713,53.087,-8.27,87,99,5.36,RU,1703401190
372,chinde,26.8418,88.0763,22.17,32,0,2.86,NP,1703401542
373,muisne,0.6,-80.0333,24.6,92,100,1.54,EC,1703401543
374,nguigmi,14.2495,13.1092,17.03,30,0,6.09,NE,1703401543
375,sola,-13.8833,167.55,28.26,77,73,4.86,VU,1703401544
376,demba,-5.51,22.2667,23.4,86,100,1.07,CD,1703401544
377,palikir - national government center,6.9248,158.1611,27.51,77,100,8.78,FM,1703401544
378,gizo,-8.103,156.8419,29.17,70,100,2.95,SB,1703401246
379,socorro,31.6546,-106.3033,10.56,55,20,9.77,US,1703401545
380,puerto leguizamo,-0.1934,-74.7819,22.55,99,100,0.52,CO,1703401545
381,acatlan de osorio,18.2,-98.05,17.26,46,92,0.83,MX,1703401545
382,warsaw,52.2298,21.0118,0.91,88,75,2.57,PL,1703401545
383,khromtau,50.2503,58.4347,-2.08,95,69,3.88,KZ,1703401546
384,smithers,54.7804,-127.1743,-0.82,74,100,3.09,CA,1703401323
385,linkou,45.3,130.2833,-14.51,91,99,1.94,CN,1703401547
386,tikhvin,59.6451,33.5294,-0.99,97,100,2.69,RU,1703401547
387,bandarbeyla,9.4942,50.8122,26.79,62,13,6.98,SO,1703401189
388,aragarcas,-15.8975,-52.2508,22.19,93,84,0.4,BR,1703401353
389,vinh,18.6667,105.6667,16.43,53,100,4.57,VN,1703401548
390,norrtalje,59.758,18.705,-7.21,95,34,2.15,SE,1703401277
391,yung shue wan,22.2333,114.1167,19.79,50,6,5.9,HK,1703401548
392,kargasok,59.0556,80.8572,-2.24,98,100,0.89,RU,1703401549
393,san felipe,10.3399,-68.7425,22.83,98,98,1.08,VE,1703401549
394,antonio enes,-16.2325,39.9086,31.39,60,19,2.05,MZ,1703401349
395,nikolayevsk-on-amure,53.1406,140.73,-24.64,95,80,1.94,RU,1703401404
396,port hedland,-20.3167,118.5667,34.03,46,0,10.29,AU,1703401244
397,meridian,43.6121,-116.3915,-1.7,87,0,4.12,US,1703401551
398,kuqa,41.7278,82.9364,-1.85,45,0,0.92,CN,1703401551
399,lethem,3.3803,-59.7968,25.21,83,21,3.75,GY,1703401551
400,tsiombe,-25.3,45.4833,28.71,40,0,6.97,MG,1703401551
401,xai-xai,-25.0519,33.6442,29.78,57,13,1.76,MZ,1703401552
402,i-n-salah,27.1935,2.4607,10.46,41,50,4.08,DZ,1703401154
403,hadibu,12.65,54.0333,26.1,62,32,4.06,YE,1703401341
404,oltu,40.5498,42.0013,2.36,54,2,6.01,TR,1703401552
405,gbarnga,6.9956,-9.4722,17.46,72,61,0.5,LR,1703401553
406,bintulu,3.1667,113.0333,32.23,66,40,3.09,MY,1703401553
407,byumba,-1.5763,30.0675,17.11,73,83,1.17,RW,1703401553
408,nelson bay,-32.7167,152.15,24.5,73,65,1.34,AU,1703401554
409,akrehamn,59.2667,5.1833,3.56,86,100,9.77,NO,1703401554
410,ornskoldsvik,63.2909,18.7153,-6.47,86,100,3.6,SE,1703401554
411,isla vista,34.4133,-119.861,14.69,91,40,0.89,US,1703401554
412,fort mcmurray,56.7268,-111.381,-7.23,73,0,6.17,CA,1703401555
413,tarawa,1.419,172.984,29.05,84,75,3.09,KI,1703401555
414,colares,38.7992,-9.4469,10.18,81,73,4.47,PT,1703401555
415,hajin,34.6927,40.827,15.64,62,3,4.83,SY,1703401556
416,floro,61.5996,5.0328,0.98,60,100,5.14,NO,1703401556
417,bonthe,7.5264,-12.505,22.52,70,17,1.49,SL,1703401556
418,sona,45.4388,10.8255,6.85,100,15,1.54,IT,1703401556
419,la passe,45.5549,-0.8967,10.13,91,18,3.32,FR,1703401212
420,constitucion,-35.3333,-72.4167,13.06,77,0,0.92,CL,1703401557
421,port-gentil,-0.7193,8.7815,27.42,81,99,1.99,GA,1703401557
422,nagykanizsa,46.4535,16.991,1.77,82,100,1.27,HU,1703401557
423,lompoc,34.6391,-120.4579,14.32,86,100,0.0,US,1703401177
424,porto velho,-8.7619,-63.9039,25.03,94,75,0.51,BR,1703401461
425,fale old settlement,-9.3852,-171.2468,28.6,79,100,4.32,TK,1703401178
426,prince rupert,54.3161,-130.3201,8.05,62,100,22.12,CA,1703401165
427,sipocot,13.768,122.9762,28.6,72,92,5.14,PH,1703401559
428,acapulco de juarez,16.8634,-99.8901,23.9,88,20,1.03,MX,1703401559
429,campo gallo,-26.5833,-62.85,24.59,85,23,2.58,AR,1703401560
430,manzanillo,20.3433,-77.1167,20.33,92,67,3.92,CU,1703401047
431,mersing,2.4312,103.8405,29.95,79,40,1.54,MY,1703401560
432,nivala,63.9167,24.9667,-0.18,91,88,4.01,FI,1703401561
433,port douglas,-16.4833,145.4667,28.73,78,99,2.62,AU,1703401141
434,malavalli,12.3833,77.0833,28.92,38,67,3.9,IN,1703401562
435,griffith,41.5284,-87.4237,10.5,96,100,1.54,US,1703401562
436,takoradi,4.8845,-1.7554,26.56,80,100,0.37,GH,1703401563
437,vilyuysk,63.7553,121.6247,-20.56,100,98,0.89,RU,1703401564
438,joaquin v. gonzalez,-25.0833,-64.1833,23.76,92,60,1.33,AR,1703401565
439,susuman,62.7833,148.1667,-43.23,100,95,0.28,RU,1703401565
440,la ronge,55.1001,-105.2842,-4.86,68,0,4.12,CA,1703401135
441,mahibadhoo,3.7833,72.9667,28.12,76,37,5.64,MV,1703401566
442,mont-de-marsan,44.0,-0.6667,8.9,43,100,0.45,FR,1703401566
443,mary,37.0,62.5,22.49,31,0,14.91,TM,1703401567
444,gazipasa,36.2694,32.3179,12.05,62,0,3.09,TR,1703401567
445,al majaridah,19.1236,41.9111,26.54,65,0,2.06,SA,1703401567
446,labuan bajo,-8.4964,119.8877,29.23,74,100,1.71,ID,1703401568
447,arteche,12.2645,125.4048,27.06,86,24,3.69,PH,1703401196
448,bubaque,11.2833,-15.8333,25.18,48,21,4.91,GW,1703401569
449,malango,-2.9627,119.9001,24.77,90,94,0.76,ID,1703401569
450,san cristobal,7.7669,-72.225,19.23,91,69,0.82,VE,1703401569
451,happy valley-goose bay,53.3168,-60.3315,-0.83,69,75,6.69,CA,1703401215
452,bac lieu,9.285,105.7244,29.56,63,78,9.33,VN,1703401571
453,vlore,40.4667,19.4897,12.64,77,5,3.56,AL,1703401571
454,vorkuta,67.5,64.0,-17.33,97,37,2.22,RU,1703401571
455,ust'-uda,54.1742,103.0304,-7.23,95,99,1.2,RU,1703401571
456,newman,37.3138,-121.0208,8.49,89,15,1.28,US,1703401161
457,hafar al-batin,28.4328,45.9708,17.32,72,0,2.57,SA,1703401572
458,palmer,42.1584,-72.3287,2.53,76,100,0.0,US,1703401573
459,amursk,50.2261,136.8994,-26.12,96,77,2.74,RU,1703401573
460,matoury,4.8483,-52.3317,24.98,94,75,3.6,GF,1703401573
461,sijunjung,-0.6876,100.9537,30.12,77,100,0.64,ID,1703401574
462,dali,25.7,100.1833,11.26,79,90,1.48,CN,1703401574
463,kharovsk,59.9642,40.1912,-2.02,96,100,4.71,RU,1703401575
464,wanning,18.8003,110.3967,19.53,58,100,8.13,CN,1703401576
465,aqsay,51.1678,52.995,1.95,85,100,2.32,KZ,1703401576
466,spring creek,40.7266,-115.5859,-7.06,48,1,1.23,US,1703401554
467,mata-utu,-13.2816,-176.1745,28.24,72,95,7.49,WF,1703401577
468,daru,-9.0763,143.2092,27.11,86,100,4.74,PG,1703401141
469,kaga bandoro,6.9896,19.1874,26.9,24,59,2.33,CF,1703401578
470,felipe carrillo puerto,19.5833,-88.05,19.84,94,37,0.92,MX,1703401578
471,lockwood,45.8191,-108.4149,-2.63,78,100,4.12,US,1703401578
472,merizo village,13.2658,144.6691,29.31,81,9,8.94,GU,1703401579
473,bajina basta,43.9708,19.5675,5.93,90,100,2.16,RS,1703401580
474,paragominas,-2.9667,-47.4833,22.24,97,45,1.25,BR,1703401335
475,angaur state,6.906,134.13,28.21,80,28,5.54,PW,1703401581
476,beyneu,45.3167,55.2,4.16,91,99,9.67,KZ,1703401581
477,bathsheba,13.2167,-59.5167,26.34,94,20,3.09,BB,1703401582
478,gunjur,13.2019,-16.7339,19.04,72,47,2.57,GM,1703401582
479,xilin hot,43.9667,116.0333,-15.2,87,12,4.85,CN,1703401582
480,micheweni,-4.9667,39.8333,29.57,69,80,2.42,TZ,1703401583
481,pitimbu,-7.4706,-34.8086,24.33,79,100,3.35,BR,1703401583
482,ngaoundere,7.3167,13.5833,20.7,26,91,2.53,CM,1703401584
483,barcelos,41.5388,-8.6151,7.73,68,55,1.79,PT,1703401584
484,labrador city,52.9463,-66.9114,-3.05,93,100,6.17,CA,1703401585
485,masterton,-40.9597,175.6575,18.82,84,100,2.96,NZ,1703401585
486,machico,32.7,-16.7667,17.06,71,20,2.06,PT,1703401585
487,kozhevnikovo,56.2589,83.9714,-2.26,94,100,2.27,RU,1703401586
488,camacupa,-12.0167,17.4833,20.79,83,82,0.49,AO,1703401256
489,ugoofaaru,5.6667,73.0,28.21,75,72,6.83,MV,1703401586
490,villa gesell,-37.2639,-56.973,18.36,92,9,3.02,AR,1703401017
491,ghadamis,30.1337,9.5007,10.63,54,0,1.61,LY,1703401355
492,nizhneudinsk,54.9076,99.0276,-2.19,91,29,0.55,RU,1703401588
493,tapa,59.2606,25.9586,-1.33,97,100,2.39,EE,1703401588
494,zaragoza,41.6561,-0.8773,6.25,71,20,4.12,ES,1703401589
495,corumba,-19.0092,-57.6533,25.77,72,7,0.54,BR,1703401589
496,moyynkum,44.2914,72.9469,6.24,60,100,4.11,KZ,1703401590
497,severo-yeniseyskiy,60.3725,93.0408,-5.24,95,98,2.24,RU,1703401590
498,corinth,37.9407,22.9573,15.5,64,72,4.07,GR,1703401590
499,aasiaat,68.7098,-52.8699,-15.73,70,100,3.16,GL,1703401248
500,cockburn town,21.4612,-71.1419,24.65,71,0,6.5,TC,1703401591
501,mataundh,25.45,80.15,23.68,28,0,1.77,IN,1703401591
502,forster,-32.1667,152.5167,20.2,86,53,2.02,AU,1703401592
503,north bay,46.3168,-79.4663,0.62,93,100,2.06,CA,1703401592
504,kerikeri,-35.2268,173.9474,19.59,88,100,2.2,NZ,1703401186
505,bati,11.1833,40.0167,21.78,49,47,2.28,ET,1703401593
506,maceio,-9.6658,-35.7353,23.69,100,75,3.09,BR,1703401593
507,terbanggi besar,-4.8667,105.2333,34.26,48,100,1.74,ID,1703401594
508,coaldale,49.7167,-112.6185,-9.66,85,0,4.63,CA,1703401594
509,goulburn,-34.75,149.7167,17.66,83,96,1.34,AU,1703401594
510,albertina,-22.2008,-46.6158,17.85,95,100,1.22,BR,1703401595
511,vadso,70.0744,29.7487,1.09,86,75,8.23,NO,1703401170
512,amboasary,-25.0333,46.3833,29.09,39,1,7.14,MG,1703401595
513,murun-kuren,49.6342,100.1625,-10.93,74,27,1.18,MN,1703401596
514,kantharalak,14.6406,104.6499,25.54,55,100,5.25,TH,1703401596
515,tobelo,1.7284,128.0095,29.17,69,97,3.38,ID,1703401528
516,sechura,-5.5569,-80.8222,21.97,79,84,4.82,PE,1703401597
517,papao,-17.75,-149.55,25.82,85,100,6.1,PF,1703401597
518,kununurra,-15.7667,128.7333,39.99,29,99,3.6,AU,1703401198
519,pangody,65.85,74.4859,-20.85,100,100,2.56,RU,1703401598
520,kargil,34.5667,76.1,-1.87,62,100,0.98,IN,1703401598
521,magadan,59.5667,150.8,-13.57,95,100,6.02,RU,1703401598
522,juybar,36.6412,52.9124,19.09,44,8,1.36,IR,1703401599
523,lagoa,39.05,-27.9833,15.67,68,100,2.5,PT,1703401600
524,illizi,26.4833,8.4667,5.89,30,0,1.92,DZ,1703401358
525,lazaro cardenas,17.9583,-102.2,23.42,89,23,1.67,MX,1703401600
526,meadow lake,34.8014,-106.5436,4.55,80,74,3.98,US,1703401600
527,sassandra,4.95,-6.0833,23.32,83,99,1.35,CI,1703401601
528,renfrew,55.872,-4.3925,10.08,84,75,7.72,GB,1703401601
529,bokhan,53.153,103.7714,-5.44,94,83,0.42,RU,1703401601
530,cadiz,36.5,-5.75,7.85,95,0,0.99,ES,1703401602
531,mendi,-6.1761,143.6513,17.02,96,100,0.88,PG,1703401602
532,horta,38.5333,-28.6333,17.23,76,100,7.15,PT,1703401602
533,kokopo,-4.352,152.2633,26.2,85,100,1.2,PG,1703401603
534,aden,12.7794,45.0367,25.26,77,97,5.73,YE,1703401603
535,lianhe,47.1333,129.2667,-13.74,92,100,0.52,CN,1703401604
536,qamdo,31.1667,97.2333,-2.11,13,100,1.21,CN,1703401184
537,natal,-5.795,-35.2094,24.12,94,40,2.06,BR,1703401127
538,walvis bay,-22.9575,14.5053,16.16,79,97,2.28,NA,1703401605
539,kachug,53.9606,105.8817,-6.44,97,100,0.98,RU,1703401606
540,puerto ayacucho,5.6639,-67.6236,24.36,90,98,1.41,VE,1703401606
541,tumayr,25.7039,45.868,17.34,60,91,3.64,SA,1703401606
542,waingapu,-9.6567,120.2641,30.08,71,100,3.63,ID,1703401406
543,turpan,42.9333,89.1667,-0.75,29,84,0.95,CN,1703401607
544,namtsy,62.7161,129.6658,-33.26,98,100,1.43,RU,1703401607
545,puerto deseado,-47.7503,-65.8938,14.94,52,100,5.17,AR,1703401308
546,belvedere marittimo,39.6179,15.8617,13.35,78,84,2.22,IT,1703401608
547,gamba,-2.65,10.0,26.84,84,100,1.06,GA,1703401609
548,penzance,50.1186,-5.5371,12.65,91,100,13.12,GB,1703401609
549,mastacani,45.7833,28.0333,2.04,56,55,4.67,RO,1703401609
550,murghob,38.1702,73.9667,-6.48,57,65,1.23,TJ,1703401609
551,stephenville,32.2207,-98.2023,17.44,100,100,4.12,US,1703401610
552,guerrero negro,27.9769,-114.0611,16.58,77,4,3.95,MX,1703401323
553,rabaul,-4.1967,152.1721,27.75,77,100,2.4,PG,1703401610
554,plainview,40.7765,-73.4673,5.92,79,100,1.54,US,1703401611
555,darab,28.7519,54.5444,15.62,34,0,2.31,IR,1703401611
556,saint-philippe,-21.3585,55.7679,31.17,77,100,1.34,RE,1703401091
557,elverum,60.8819,11.5623,-21.0,100,95,0.89,NO,1703401611
558,mossel bay,-34.1831,22.146,21.46,72,8,3.12,ZA,1703401612
559,port saint john's,-31.6229,29.5448,23.98,88,90,4.8,ZA,1703401175
560,pontes e lacerda,-15.2261,-59.3353,22.32,97,100,0.92,BR,1703401612
561,las terrenas,19.311,-69.5428,22.8,79,62,2.98,DO,1703401613
562,laranjal paulista,-23.0497,-47.8367,20.29,88,99,0.89,BR,1703401613
563,ar raqqah,35.95,39.0167,13.35,77,6,4.99,SY,1703401613
564,nizhneangarsk,55.7833,109.55,-11.67,90,100,1.79,RU,1703401172
565,cabo san lucas,22.8909,-109.9124,22.09,73,8,0.45,MX,1703401178
566,tazacorte,28.629,-17.9293,16.54,63,40,4.12,ES,1703401154
567,mandalgovi,45.7625,106.2708,-9.23,72,22,2.81,MN,1703401615
568,karratha,-20.7377,116.8463,25.88,78,0,9.51,AU,1703401238
569,at taj,24.2049,23.2857,11.85,39,0,1.42,LY,1703401149
570,markovo,57.3206,107.0881,-4.48,95,100,3.69,RU,1703401615
571,porto belo,-27.1578,-48.5531,23.42,97,1,2.28,BR,1703401616
572,tralee,52.2704,-9.7026,11.92,94,100,14.29,IE,1703401259
573,hanzhong,33.0728,107.0303,8.94,36,0,0.43,CN,1703401616
574,antsohihy,-14.8796,47.9875,31.03,59,100,2.12,MG,1703401617
575,katsuura,35.1333,140.3,11.01,60,100,6.86,JP,1703401143
576,hilo,19.7297,-155.09,21.25,92,75,1.54,US,1703401612
577,hailey,43.5196,-114.3153,-7.08,71,0,4.63,US,1703401618
578,cabedelo,-6.9811,-34.8339,24.37,77,100,3.47,BR,1703401618
579,lacin,40.7702,34.8984,5.05,91,100,5.39,TR,1703401618
580,mahina,-17.5065,-149.489,24.87,94,75,1.03,PF,1703401230
581,utena,55.5,25.6,-1.87,97,93,4.74,LT,1703401619
582,yorkton,51.2167,-102.4677,-1.09,80,100,6.17,CA,1703401527
583,buon ma thuot,12.6667,108.05,20.41,84,100,2.76,VN,1703401620
584,infantes,38.7367,-3.0122,5.01,58,0,0.63,ES,1703401620
